中文	翻译文本
<color=#a8bccb>来自[sendUID]的(中毒)效果生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自[sendUID]的(中毒)效果生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>来自【[effectId]】的(中毒)效果生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自【[effectId]】的(中毒)效果生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>来自[sendUID]的(妖术诅咒)效果生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自[sendUID]的(妖術詛咒)效果生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>来自【[effectId]】的(妖术诅咒)效果生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自【[effectId]】的(妖術詛咒)效果生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>([effectId])伤害触发，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>([effectId])傷害觸發，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>来自[sendUID]的反伤生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自[sendUID]的反傷生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[targetUID]的来自[sendUID]的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自[sendUID]的([effectId])效果已失效</color>
<color=#a8bccb>[sendUID]触发夺取兵力，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[sendUID]觸發奪取兵力，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>来自[sendUID]的传递伤害生效，[targetUID]损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>來自[sendUID]的傳遞傷害生效，[targetUID]損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[targetUID]触发2倍伤害，损失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩余[isChief]<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[targetUID]觸發2倍傷害，損失<color=#ffd76b>[removeHp]</color>[isChief][correntionMask](剩餘[isChief]<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[sendUID]触发<color=#d1dadd>【[effectId]】</color></color>	<color=#a8bccb>[sendUID]觸發<color=#d1dadd>【[effectId]】</color></color>
<color=#a8bccb>[targetUID]的([effectId])效果已施加</color>	<color=#a8bccb>[targetUID]的([effectId])效果已施加</color>
<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[changeValues]</color>([endValues])</color>	<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[changeValues]</color>([endValues])</color>
<color=#a8bccb>[targetUID]的[typeName]<color=#ffd76b>[changeValues]</color></color>	<color=#a8bccb>[targetUID]的[typeName]<color=#ffd76b>[changeValues]</color></color>
<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[changeValues]</color></color>	<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[changeValues]</color></color>
<color=#a8bccb>[targetUID]的来自<color=#ffd76b>【霸王殿】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd76b>【霸王殿】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd76b>【谋圣幄】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd76b>【謀聖幄】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd76b>【兵仙台】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd76b>【兵仙台】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd76b>【马厩】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd76b>【馬廄】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd77b>【战鼓】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd77b>【戰鼓】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd78b>【井阑】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd78b>【井闌】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd79b>【盾车】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd79b>【盾車】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的来自<color=#ffd79b>【弩车】</color>的([effectId])效果已失效</color>	<color=#a8bccb>[targetUID]的來自<color=#ffd79b>【弩車】</color>的([effectId])效果已失效</color>
<color=#a8bccb>[targetUID]的([effectId])效果已施加([effectLayer]层)</color>	<color=#a8bccb>[targetUID]的([effectId])效果已施加([effectLayer]層)</color>
<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[stateValues]</color>([effectLayer]层)([endValues])</color>	<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[stateValues]</color>([effectLayer]層)([endValues])</color>
<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[stateValues]</color>([effectLayer]层)</color>	<color=#a8bccb>[targetUID]的[typeName][changeText]<color=#ffd76b>[stateValues]</color>([effectLayer]層)</color>
<color=#a8bccb>[targetUID]的([effectId])达到[effectLayer]层</color>	<color=#a8bccb>[targetUID]的([effectId])達到[effectLayer]層</color>
<color=#a8bccb>[targetUID]的来自[sendUID]的([effectId])效果已失效(剩余[effectLayer]层)</color>	<color=#a8bccb>[targetUID]的來自[sendUID]的([effectId])效果已失效(剩餘[effectLayer]層)</color>
<color=#a8bccb>[targetUID]获得效果：[effectId]<color=#ffd76b>[damagePercent]</color></color>	<color=#a8bccb>[targetUID]獲得效果：[effectId]<color=#ffd76b>[damagePercent]</color></color>
<color=#a8bccb>[sendUID]触发[effectId]</color>	<color=#a8bccb>[sendUID]觸發[effectId]</color>
<color=#a8bccb>[targetUID]兵力低于50%，[sendUID]触发<color=#d1dadd>【[effectId]】</color></color>	<color=#a8bccb>[targetUID]兵力低於50%，[sendUID]觸發<color=#d1dadd>【[effectId]】</color></color>
<color=#a8bccb>[targetUID]的来自[sendUID]的[effectId]效果失效</color>	<color=#a8bccb>[targetUID]的來自[sendUID]的[effectId]效果失效</color>
<color=#a8bccb>[sendUID]的治疗为[targetUID]回复<color=#ffd76b>[addHp]</color>兵力(剩余兵力<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[sendUID]的治療為[targetUID]回復<color=#ffd76b>[addHp]</color>兵力(剩餘兵力<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[sendUID]的持续治疗为[targetUID]回复<color=#ffd76b>[addHp]</color>兵力(剩余兵力<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[sendUID]的持續治療為[targetUID]回復<color=#ffd76b>[addHp]</color>兵力(剩餘兵力<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[targetUID]回复<color=#ffd76b>[addHp]</color>兵力(剩余兵力<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[targetUID]回復<color=#ffd76b>[addHp]</color>兵力(剩餘兵力<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[targetUID]触发兵力夺取，[targetUID]回复<color=#ffd76b>[addHp]兵力</color>(剩余兵力<color=#ffd76b>[surplusHp]</color>)</color>	<color=#a8bccb>[targetUID]觸發兵力奪取，[targetUID]回復<color=#ffd76b>[addHp]兵力</color>(剩餘兵力<color=#ffd76b>[surplusHp]</color>)</color>
<color=#a8bccb>[targetUID]获得[shieldTroop]兵力的护盾(抵挡所有伤害)</color>	<color=#a8bccb>[targetUID]獲得[shieldTroop]兵力的護盾(抵擋所有傷害)</color>
<color=#a8bccb>[targetUID]获得[shieldTroop]兵力的护盾(抵挡武力伤害)</color>	<color=#a8bccb>[targetUID]獲得[shieldTroop]兵力的護盾(抵擋武力傷害)</color>
<color=#a8bccb>[targetUID]获得[shieldTroop]兵力的护盾(抵挡智力伤害)</color>	<color=#a8bccb>[targetUID]獲得[shieldTroop]兵力的護盾(抵擋智力傷害)</color>
<color=#a8bccb>[targetUID]获得抵挡[shieldCount]次伤害的护盾</color>	<color=#a8bccb>[targetUID]獲得抵擋[shieldCount]次傷害的護盾</color>
<color=#a8bccb>[targetUID]的护盾抵挡了[resistDamage]兵力损失(剩余[shieldTroop]兵力的护盾)</color>	<color=#a8bccb>[targetUID]的護盾抵擋了[resistDamage]兵力損失(剩餘[shieldTroop]兵力的護盾)</color>
<color=#a8bccb>[targetUID]的护盾抵挡了1次伤害(剩余[shieldCount]次)</color>	<color=#a8bccb>[targetUID]的護盾抵擋了1次傷害(剩餘[shieldCount]次)</color>
<color=#a8bccb>[targetUID]的护盾效果消失</color>	<color=#a8bccb>[targetUID]的護盾效果消失</color>
<color=#a8bccb>[targetUID]受到了[sendUID]的嘲讽</color>	<color=#a8bccb>[targetUID]受到了[sendUID]的嘲諷</color>
<color=#a8bccb>[targetUID]的[effectId]效果[changeText][thornsValue]</color>	<color=#a8bccb>[targetUID]的[effectId]效果[changeText][thornsValue]</color>
<color=#a8bccb>[sendUID]的[effectId]效果生效</color>	<color=#a8bccb>[sendUID]的[effectId]效果生效</color>
<color=#a8bccb>[targetUID]的[effectId]效果消失</color>	<color=#a8bccb>[targetUID]的[effectId]效果消失</color>
<color=#a8bccb>[targetUID]的[effectId]效果[changeText]<color=#ffd76b>[vampireValue]</color></color>	<color=#a8bccb>[targetUID]的[effectId]效果[changeText]<color=#ffd76b>[vampireValue]</color></color>
<color=#a8bccb>[targetUID]的[effectId]加强效果消失</color>	<color=#a8bccb>[targetUID]的[effectId]加強效果消失</color>
<color=#a8bccb>[targetUID]获得[effectId]效果</color>	<color=#a8bccb>[targetUID]獲得[effectId]效果</color>
<color=#a8bccb>[targetUID][text]</color>	<color=#a8bccb>[targetUID][text]</color>
<color=#a8bccb>[targetUID]被施加【连环】效果</color>	<color=#a8bccb>[targetUID]被施加【連環】效果</color>
<color=#a8bccb>[targetUID]受到【连环】影响</color>	<color=#a8bccb>[targetUID]受到【連環】影響</color>
<color=#a8bccb>[targetUID]的【连环】效果消失</color>	<color=#a8bccb>[targetUID]的【連環】效果消失</color>
<color=#a8bccb>[sendUID]对[targetUID]施加【援护】效果</color>	<color=#a8bccb>[sendUID]對[targetUID]施加【援護】效果</color>
<color=#a8bccb>[targetUID]援护了[beInterveneUUID]</color>	<color=#a8bccb>[targetUID]援護了[beInterveneUUID]</color>
<color=#a8bccb>[targetUID]受到来自[sendUID]的【援护】效果消失</color>	<color=#a8bccb>[targetUID]受到來自[sendUID]的【援護】效果消失</color>
<color=#a8bccb>[sendUID]发动<color=#d1dadd>【射阵】</color></color>	<color=#a8bccb>[sendUID]發動<color=#d1dadd>【射陣】</color></color>
<color=#a8bccb>[sendUID]<color=#d1dadd>【冲锋】</color>(预备)</color>	<color=#a8bccb>[sendUID]<color=#d1dadd>【衝鋒】</color>(預備)</color>
<color=#a8bccb>[sendUID]对[targetUID]发起<color=#d1dadd>【冲锋】</color></color>	<color=#a8bccb>[sendUID]對[targetUID]發起<color=#d1dadd>【衝鋒】</color></color>
<color=#a8bccb>[sendUID]对[targetUID]发起<color=#d1dadd>【冲锋】</color>[success]</color>	<color=#a8bccb>[sendUID]對[targetUID]發起<color=#d1dadd>【衝鋒】</color>[success]</color>
<color=#a8bccb>[sendUID]<color=#d1dadd>【反制】</color>(预备)</color>	<color=#a8bccb>[sendUID]<color=#d1dadd>【反制】</color>(預備)</color>
<color=#a8bccb>[sendUID]对[targetUID]<color=#d1dadd>【反制】</color>[success]</color>	<color=#a8bccb>[sendUID]對[targetUID]<color=#d1dadd>【反制】</color>[success]</color>
<color=#a8bccb>[targetUID]的<color=#d1dadd>【[effectId]】</color>消失</color>	<color=#a8bccb>[targetUID]的<color=#d1dadd>【[effectId]】</color>消失</color>
<color=#a8bccb>[targetUID]获得【[effectId]】</color>	<color=#a8bccb>[targetUID]獲得【[effectId]】</color>
<color=#a8bccb>[targetUID]获得【[effectId]】效果：受到普攻时，获得武力伤害加成</color>	<color=#a8bccb>[targetUID]獲得【[effectId]】效果：受到普攻時，獲得武力傷害加成</color>
